Nombre,Comunidad Autónoma,Provincia,Municipio,Localidad,Direccion,Código Postal,Telefono,Zona Básica,Área de Salud,Modalidad Gestión,Dependencia de Gestión,Tipo de Centro,Acreditación Docente
CARRASCOSA DE HARO,CASTILLA-LA MANCHA,CUENCA,Carrascosa de Haro,CARRASCOSA DE HARO,"CALLE NUEVA, S/N",16649,-,BELMONTE,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
MONREAL DEL LLANO,CASTILLA-LA MANCHA,CUENCA,Monreal del Llano,MONREAL DEL LLANO,"C/ JOSE ANTONIO, S/N",16649,-,BELMONTE,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
FUENTELESPINO DE HARO,CASTILLA-LA MANCHA,CUENCA,Fuentelespino de Haro,FUENTELESPINO DE HARO,"C/ SAN ANTONIO, S/N",16647,-,BELMONTE,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
OSA DE LA VEGA,CASTILLA-LA MANCHA,CUENCA,Osa de la Vega,OSA DE LA VEGA,"PLAZA MAYOR, S/N",16423,969122393,BELMONTE,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
BELMONTE,CASTILLA-LA MANCHA,CUENCA,Belmonte,BELMONTE,PLAZA DE ENRIQUE FERNÁNDEZ,16640,967170904,BELMONTE,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CENTRO SALUD,NO
VILLAR DE LA ENCINA,CASTILLA-LA MANCHA,CUENCA,Villar de la Encina,VILLAR DE LA ENCINA,"C/ FRAY SERAFIN, S/N",16648,969290113,BELMONTE,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
TRESJUNCOS,CASTILLA-LA MANCHA,CUENCA,Tresjuncos,TRESJUNCOS,"PLAZA MAYOR, Nº 1",16422,-,BELMONTE,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
RADA DE HARO,CASTILLA-LA MANCHA,CUENCA,Rada de Haro,RADA DE HARO,C/ LAS PEÑAS,16649,969122315,BELMONTE,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
POYATOS,CASTILLA-LA MANCHA,CUENCA,Poyatos,POYATOS,"C/ ESCUELAS, Nº 2",16878,969314016,BETETA,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
EL TOBAR,CASTILLA-LA MANCHA,CUENCA,Beteta,EL TOBAR,"C/ SAN GINER, Nº 2",16879,969318128,BETETA,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
SANTA MARÍA DEL VAL,CASTILLA-LA MANCHA,CUENCA,Santa María del Val,SANTA MARÍA DEL VAL,"PLAZA MAYOR, Nº 1",16878,969313876,BETETA,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
BETETA,CASTILLA-LA MANCHA,CUENCA,Beteta,BETETA,"CL ISABEL LA CATÓLICA, S/N",16870,969318286,BETETA,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CENTRO SALUD,NO
VALSALOBRE,CASTILLA-LA MANCHA,CUENCA,Valsalobre,VALSALOBRE,"C/ CENTRAL, Nº 1",16879,-,BETETA,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
MASEGOSA,CASTILLA-LA MANCHA,CUENCA,Masegosa,MASEGOSA,"C/ PLAZA, Nº 1",16878,969318291,BETETA,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
LAGUNASECA,CASTILLA-LA MANCHA,CUENCA,Lagunaseca,LAGUNASECA,"C/ ISABEL LA CATOLICA, S/N",16878,969313848,BETETA,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
CUEVA DEL HIERRO,CASTILLA-LA MANCHA,CUENCA,Cueva del Hierro,CUEVA DEL HIERRO,"C/ ESCUELAS, Nº 2",16879,-,BETETA,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
CARRASCOSA,CASTILLA-LA MANCHA,CUENCA,Carrascosa,CARRASCOSA,"PLAZA AYUNTAMIENTO, Nº 2",16879,969318140,BETETA,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
CAÑIZARES,CASTILLA-LA MANCHA,CUENCA,Cañizares,CAÑIZARES,"C/ LA VIRGEN, Nº 2",16891,969313071,BETETA,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
PUENTE DE VADILLOS,CASTILLA-LA MANCHA,CUENCA,Cañizares,PUENTE DE VADILLOS,"C/ PUENTE DE VADILLOS, S/N",16892,969313137,BETETA,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
CHUMILLAS,CASTILLA-LA MANCHA,CUENCA,Chumillas,CHUMILLAS,"PLAZA DE LA IGLESIA, Nº 1",16216,-,CAMPILLO ALTOBUEY,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
ENGUIDANOS,CASTILLA-LA MANCHA,CUENCA,Enguídanos,ENGUIDANOS,"GRAN VIA,  S/N",16372,969344832,CAMPILLO ALTOBUEY,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
ALMODÓVAR DEL PINAR,CASTILLA-LA MANCHA,CUENCA,Almodóvar del Pinar,ALMODÓVAR DEL PINAR,"VIRGEN DE LAS NIEVES, Nº 15",16205,969336016,CAMPILLO ALTOBUEY,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
PARACUELLOS,CASTILLA-LA MANCHA,CUENCA,Paracuellos,PARACUELLOS,"CL AMARGURA, Nº 32",16373,-,CAMPILLO ALTOBUEY,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
SOLERA DEL GABALDON,CASTILLA-LA MANCHA,CUENCA,Solera de Gabaldón,SOLERA DEL GABALDON,"PLAZA DEL AYUNTAMIENTO, Nº 1",16131,-,CAMPILLO ALTOBUEY,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
CAMPILLO DE ALTOBUEY,CASTILLA-LA MANCHA,CUENCA,Campillo de Altobuey,CAMPILLO DE ALTOBUEY,"PLAZA NUEVA, Nº 1",16210,969337213,CAMPILLO ALTOBUEY,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CENTRO SALUD,NO
ARRANCACEPAS,CASTILLA-LA MANCHA,CUENCA,Arrancacepas,ARRANCACEPAS,"C/ LA IGLESIA, S/N",16855,969277006,CAÑAVERAS,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
OLMEDA DE LA CUESTA,CASTILLA-LA MANCHA,CUENCA,Olmeda de la Cuesta,OLMEDA DE LA CUESTA,"C/ LA CUESTA, S/N",16852,969276116,CAÑAVERAS,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
OLMEDILLA DE ELIZ,CASTILLA-LA MANCHA,CUENCA,Olmedilla de Eliz,OLMEDILLA DE ELIZ,"C/ BOLEO, S/N",16853,969277046,CAÑAVERAS,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
CAÑAVERAS,CASTILLA-LA MANCHA,CUENCA,Cañaveras,CAÑAVERAS,"AV VIRGEN DEL PINAR, Nº 33",16850,969276191,CAÑAVERAS,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CENTRO SALUD,NO
ALBALATE DE LAS NOGUERAS,CASTILLA-LA MANCHA,CUENCA,Albalate de las Nogueras,ALBALATE DE LAS NOGUERAS,"PLAZA MAYOR, Nº 2",16841,969313643,CAÑAVERAS,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
TORRALBA,CASTILLA-LA MANCHA,CUENCA,Torralba,TORRALBA,"C/ LARGA, S/N",16842,969270107,CAÑAVERAS,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
VILLAR DEL INFANTADO,CASTILLA-LA MANCHA,CUENCA,Villar del Infantado,VILLAR DEL INFANTADO,"C/ MAYOR, S/N",16813,969317124,CAÑAVERAS,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
VILLACONEJOS DE TRABAQUE,CASTILLA-LA MANCHA,CUENCA,Villaconejos de Trabaque,VILLACONEJOS DE TRABAQUE,"C/ EL PORTILLO, S/N",16860,969315688,CAÑAVERAS,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
CASTILLO DE ALBARÁÑEZ,CASTILLA-LA MANCHA,CUENCA,Castillo-Albaráñez,CASTILLO-ALBARÁÑEZ,"PLAZA, Nº 3",16854,969277017,CAÑAVERAS,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
CANALEJAS DEL ARROYO,CASTILLA-LA MANCHA,CUENCA,Canalejas del Arroyo,CANALEJAS DEL ARROYO,"PLAZA MAYOR, S/N",16857,969315215,CAÑAVERAS,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
BUCIEGAS,CASTILLA-LA MANCHA,CUENCA,Buciegas,BUCIEGAS,"C/ MAYOR, S/N",16851,969276147,CAÑAVERAS,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
CASTEJÓN,CASTILLA-LA MANCHA,CUENCA,Castejón,CASTEJÓN,"C/ PEÑA, S/N",16856,969315017,CAÑAVERAS,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
SALVACAÑETE,CASTILLA-LA MANCHA,CUENCA,Salvacañete,SALVACAÑETE,"C/ FIDEL SAHUQUILLO, Nº 26",16318,969357184,CAÑETE,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
SALINAS DEL MANZANO,CASTILLA-LA MANCHA,CUENCA,Salinas del Manzano,SALINAS DEL MANZANO,"C/ PLAZA, S/N",16317,969357001,CAÑETE,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
LAGUNA DEL MARQUÉSADO,CASTILLA-LA MANCHA,CUENCA,Laguna del Marquesado,LAGUNA DEL MARQUÉSADO,"C/ DEL RIO, Nº 3",16316,969354100,CAÑETE,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
HUERTA DEL MARQUÉSADO,CASTILLA-LA MANCHA,CUENCA,Huerta del Marquesado,HUERTA DEL MARQUÉSADO,"EL HORNO, Nº 2",16316,969354022,CAÑETE,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
LA HUERGUINA,CASTILLA-LA MANCHA,CUENCA,Huérguina,LA HUERGUINA,C/ PLAZA S/N,16391,969346261,CAÑETE,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
CAÑETE,CASTILLA-LA MANCHA,CUENCA,Cañete,CAÑETE,"CL POLO Y PEIROLON, S/N",16300,969346360,CAÑETE,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CENTRO SALUD,NO
CAMPILLOS - SIERRA,CASTILLA-LA MANCHA,CUENCA,Campillos-Sierra,CAMPILLOS-SIERRA,"C/ PLAZA MAYOR, S/N",16316,969354979,CAÑETE,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
BONICHES,CASTILLA-LA MANCHA,CUENCA,Boniches,BONICHES,"CL CARRETERIA, S/N",16311,969355003,CAÑETE,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
ALCALÁ DE LA VEGA,CASTILLA-LA MANCHA,CUENCA,Alcalá de la Vega,ALCALÁ DE LA VEGA,"C/ ISABEL LA CATÓLICA, S/N",16315,969353817,CAÑETE,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
EL CUBILLO,CASTILLA-LA MANCHA,CUENCA,Alcalá de la Vega,EL CUBILLO,"PLAZA MAYOR, S/N",16315,969353831,CAÑETE,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
VALDEMORO - SIERRA,CASTILLA-LA MANCHA,CUENCA,Valdemoro-Sierra,"CL MIRA AL NORTE, S/N","C/ CASTILLA LA MANCHA, Nº 3",16316,969351160,CAÑETE,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
ZAFRILLA,CASTILLA-LA MANCHA,CUENCA,Zafrilla,ZAFRILLA,"C/ PLAZA CONSTITUCIÓN, S/N",16317,969346576,CAÑETE,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
TEJADILLOS,CASTILLA-LA MANCHA,CUENCA,Tejadillos,TEJADILLOS,"PLAZA DEL OLMO, Nº 17",16317,969352427,CAÑETE,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
PAJARÓN,CASTILLA-LA MANCHA,CUENCA,Pajarón,PAJARÓN,"IGLESIA, S/N",16359,-,CARBONERAS DE GUADAZAÓN,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
VALDEMORILLO DE LA SIERRA,CASTILLA-LA MANCHA,CUENCA,Valdemorillo de la Sierra,VALDEMORILLO DE LA SIERRA,"PLAZA MAYOR, S/N",16342,-,CARBONERAS DE GUADAZAÓN,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
ARGUISUELAS,CASTILLA-LA MANCHA,CUENCA,Arguisuelas,ARGUISUELAS,"C/ ISABEL I DE CASTILLA, S/N",16360,969341101,CARBONERAS DE GUADAZAÓN,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
MONTEAGUDO DE LAS SALINAS,CASTILLA-LA MANCHA,CUENCA,Monteagudo de las Salinas,MONTEAGUDO DE LAS SALINAS,"C/ ESCUELAS, Nº 6",16331,-,CARBONERAS DE GUADAZAÓN,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
REÍLLO,CASTILLA-LA MANCHA,CUENCA,Reíllo,REÍLLO,"PLAZA CONDE DE LA VENTOSA, Nº 1",16369,969341153,CARBONERAS DE GUADAZAÓN,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
CAÑADA DEL HOYO,CASTILLA-LA MANCHA,CUENCA,Cañada del Hoyo,CAÑADA DEL HOYO,"C/ ESTANISLAO GUADALAJARA, Nº 4",16340,969345001,CARBONERAS DE GUADAZAÓN,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
PAJARÓNCILLO,CASTILLA-LA MANCHA,CUENCA,Pajaroncillo,PAJARÓNCILLO,"PLAZA MAYOR, S/N",16390,-,CARBONERAS DE GUADAZAÓN,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
CARBONERAS DE GUADAZAON,CASTILLA-LA MANCHA,CUENCA,Carboneras de Guadazaón,CARBONERAS DE GUADAZAÓN,"C/ ESCUELAS, Nº 10",16350,969341393,CARBONERAS DE GUADAZAÓN,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CENTRO SALUD,NO
LA CIERVA,CASTILLA-LA MANCHA,CUENCA,"Cierva, La",LA CIERVA,"C/ LA PLAZA MAYOR, S/N",16343,-,CARBONERAS DE GUADAZAÓN,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
CARDENETE,CASTILLA-LA MANCHA,CUENCA,Cardenete,CARDENETE,"C/ IGLESIA, Nº 1",16373,969348210,CARDENETE,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CENTRO SALUD,NO
YÉMEDA,CASTILLA-LA MANCHA,CUENCA,Yémeda,YÉMEDA,"C/ LA PLAZA, Nº 1",16373,-,CARDENETE,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
NARBONETA,CASTILLA-LA MANCHA,CUENCA,Narboneta,NARBONETA,"C/ LAS ESCUELAS, Nº 7",16392,-,CARDENETE,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
SAN MARTÍN DE BONICHES,CASTILLA-LA MANCHA,CUENCA,San Martín de Boniches,SAN MARTÍN DE BONICHES,"C/ LA PLAZA MAYOR, Nº 1",16370,-,CARDENETE,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
VILLAR DEL HUMO,CASTILLA-LA MANCHA,CUENCA,Villar del Humo,VILLAR DEL HUMO,"C/ CARRERA, Nº 1",16370,969358154,CARDENETE,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
VÍLLORA,CASTILLA-LA MANCHA,CUENCA,Víllora,VÍLLORA,"C/ CUENCA, Nº 8",16371,969343500,CARDENETE,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
LORANCA DEL CAMPO,CASTILLA-LA MANCHA,CUENCA,Campos del Paraíso,LORANCA DEL CAMPO,"PLAZA FUENTES, Nº 1",16552,969375543,CARRASCOSA DEL CAMPO,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
TRIBALDOS,CASTILLA-LA MANCHA,CUENCA,Tribaldos,TRIBALDOS,"PARQUE CAMINILLO, S/N",16451,969135146,CARRASCOSA DEL CAMPO,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
ROZALÉN DEL MONTE,CASTILLA-LA MANCHA,CUENCA,Rozalén del Monte,ROZALÉN DEL MONTE,"PLAZA CASTILLA LA MANCHA, S/N",16452,969136365,CARRASCOSA DEL CAMPO,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
ALCÁZAR DEL REY,CASTILLA-LA MANCHA,CUENCA,Alcázar del Rey,ALCÁZAR DEL REY,"PLAZA CONSTITUCION, Nº 1",16820,969124356,CARRASCOSA DEL CAMPO,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
PAREDES,CASTILLA-LA MANCHA,CUENCA,Paredes,PAREDES,"RONDA TARANCON, S/N",16821,969124337,CARRASCOSA DEL CAMPO,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
OLMEDILLA DEL CAMPO,CASTILLA-LA MANCHA,CUENCA,Campos del Paraíso,OLMEDILLA DEL CAMPO,"C/ CONEJA, S/N",16553,-,CARRASCOSA DEL CAMPO,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
UCLÉS,CASTILLA-LA MANCHA,CUENCA,Uclés,UCLÉS,"PLAZA SAN PEDRO, Nº 1",16450,969136062,CARRASCOSA DEL CAMPO,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
CARRASCOSA DEL CAMPO,CASTILLA-LA MANCHA,CUENCA,Campos del Paraíso,CARRASCOSA DEL CAMPO,"CL NUEVA, S/N",16830,969124062,CARRASCOSA DEL CAMPO,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CENTRO SALUD,NO
VALPARAISO DE ARRIBA,CASTILLA-LA MANCHA,CUENCA,Campos del Paraíso,VALPARAISO DE ARRIBA,"PZ JUAN SAAVEDRA, Nº 1",16550,969272107,CARRASCOSA DEL CAMPO,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
VALPARAISO DE ABAJO,CASTILLA-LA MANCHA,CUENCA,Campos del Paraíso,VALPARAISO DE ABAJO,"PLAZA AYUNTAMIENTO, Nº 2",16550,969272048,CARRASCOSA DEL CAMPO,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
HUELVES,CASTILLA-LA MANCHA,CUENCA,Huelves,HUELVES,"PLAZA MAYOR, Nº 1",16822,969136719,CARRASCOSA DEL CAMPO,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
BASCUÑANA DE SAN PEDRO,CASTILLA-LA MANCHA,CUENCA,Bascuñana de San Pedro,BASCUÑANA DE SAN PEDRO,"C/ REAL, S/N",16191,-,CUENCA 1,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
CUENCA 1,CASTILLA-LA MANCHA,CUENCA,Cuenca,CUENCA,"CL COLÓN, Nº 2",16002,969225312,CUENCA 1,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CENTRO SALUD,SI
VILLASECA,CASTILLA-LA MANCHA,CUENCA,Sotorribas,VILLASECA,"C/ IGLESIA, Nº 1",16144,-,CUENCA 1,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
SOTOS,CASTILLA-LA MANCHA,CUENCA,Sotorribas,SOTOS,"C/ GABRIEL Gª MARQUEZ, S/N",16143,969288064,CUENCA 1,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
TORRECILLA,CASTILLA-LA MANCHA,CUENCA,Sotorribas,TORRECILLA,"C/ CUENCA, Nº 34",16145,-,CUENCA 1,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
COLLADOS,CASTILLA-LA MANCHA,CUENCA,Sotorribas,COLLADOS,"PLAZA, Nº 2",16143,-,CUENCA 1,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
PAJARES,CASTILLA-LA MANCHA,CUENCA,Sotorribas,PAJARES,"C/ SALIDA VILLASECA, S/N",16145,-,CUENCA 1,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
RIBAGORDA,CASTILLA-LA MANCHA,CUENCA,Sotorribas,RIBAGORDA,"CUENCA, Nº 16",16144,-,CUENCA 1,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
MARÍANA,CASTILLA-LA MANCHA,CUENCA,Mariana,MARÍANA,"C/ CONSULTORIO, S/N",16143,969288126,CUENCA 1,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
JABAGA,CASTILLA-LA MANCHA,CUENCA,Fuentenava de Jábaga,JÁBAGA,"C/ SAN ROQUE, S/N",16194,969271098,CUENCA 1,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
NAVALON,CASTILLA-LA MANCHA,CUENCA,Fuentenava de Jábaga,NAVALON,"CL REAL, S/N",16190,-,CUENCA 1,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
ALFONSO VIII,CASTILLA-LA MANCHA,CUENCA,Cuenca,CUENCA,"C/ ALFONSO VIII, Nº 55",16001,969232830,CUENCA 1,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
TONDOS,CASTILLA-LA MANCHA,CUENCA,Cuenca,TONDOS,"PLAZA, S/N",16191,,CUENCA 1,GAI - CUENCA,Pública Directa,SERVICIO DE SALUD DE CASTILLA - LA MANCHA (SESCAM),CONSULTORIO LOCAL,NO
